personality_traits,frequency,job_id,state,report_year
old-fashined,0,1,dmv,2024
ordinary,0,1,dmv,2024
outspoken,0,1,dmv,2024
paternalistic,0,1,dmv,2024
physical,10,1,dmv,2024
placid,0,1,dmv,2024
political,4,1,dmv,2024
predictable,0,1,dmv,2024
preoccupied,0,1,dmv,2024
private,5,1,dmv,2024
progressive,0,1,dmv,2024
proud,6,1,dmv,2024
pure,0,1,dmv,2024
questioning,0,1,dmv,2024
quiet,0,1,dmv,2024
religious,9,1,dmv,2024
reserved,1,1,dmv,2024
restrained,0,1,dmv,2024
retiring,0,1,dmv,2024
sarcastic,0,1,dmv,2024
self-conscious,0,1,dmv,2024
sensual,0,1,dmv,2024
skeptical,0,1,dmv,2024
smooth,1,1,dmv,2024
soft,7,1,dmv,2024
solemn,0,1,dmv,2024
solitary,0,1,dmv,2024
stern,0,1,dmv,2024
stoiid,0,1,dmv,2024
strict,2,1,dmv,2024
stubborn,0,1,dmv,2024
stylish,0,1,dmv,2024
subjective,1,1,dmv,2024
surprising,0,1,dmv,2024
tough,0,1,dmv,2024
unaggressive,0,1,dmv,2024
unambitious,0,1,dmv,2024
unceremonious,0,1,dmv,2024
unchanging,0,1,dmv,2024
undemanding,0,1,dmv,2024
unfathomable,0,1,dmv,2024
unhurried,0,1,dmv,2024
uninhibited,0,1,dmv,2024
unpatriotic,0,1,dmv,2024
unpredicatable,0,1,dmv,2024
unreligious,0,1,dmv,2024
unsentimental,0,1,dmv,2024
whimsical,0,1,dmv,2024
accessible,3,1,dmv,2024
active,28,1,dmv,2024
adaptable,3,1,dmv,2024
admirable,0,1,dmv,2024
adventurous,0,1,dmv,2024
agreeable,0,1,dmv,2024
alert,0,1,dmv,2024
allocentric,0,1,dmv,2024
amiable,0,1,dmv,2024
anticipative,0,1,dmv,2024
appreciative,0,1,dmv,2024
articulate,1,1,dmv,2024
aspiring,0,1,dmv,2024
athletic,0,1,dmv,2024
attractive,2,1,dmv,2024
balanced,1,1,dmv,2024
benevolent,0,1,dmv,2024
brilliant,0,1,dmv,2024
calm,0,1,dmv,2024
capable,2,1,dmv,2024
captivating,0,1,dmv,2024
caring,4,1,dmv,2024
challenging,7,1,dmv,2024
charismatic,0,1,dmv,2024
charming,0,1,dmv,2024
cheerful,0,1,dmv,2024
clean,0,1,dmv,2024
clear-headed,0,1,dmv,2024
clever,0,1,dmv,2024
colorful,2,1,dmv,2024
companionly,0,1,dmv,2024
compassionate,0,1,dmv,2024
conciliatory,0,1,dmv,2024
confident,0,1,dmv,2024
conscientious,0,1,dmv,2024
considerate,0,1,dmv,2024
constant,1,1,dmv,2024
contemplative,0,1,dmv,2024
cooperative,0,1,dmv,2024
courageous,0,1,dmv,2024
courteous,0,1,dmv,2024
creative,5,1,dmv,2024
cultured,0,1,dmv,2024
curious,1,1,dmv,2024
daring,0,1,dmv,2024
debonair,0,1,dmv,2024
decent,0,1,dmv,2024
decisive,0,1,dmv,2024
dedicated,16,1,dmv,2024
deep,8,1,dmv,2024
dignified,0,1,dmv,2024
directed,3,1,dmv,2024
disciplined,0,1,dmv,2024
discreet,0,1,dmv,2024
dramatic,0,1,dmv,2024
dutiful,0,1,dmv,2024
dynamic,18,1,dmv,2024
earnest,0,1,dmv,2024
ebullient,0,1,dmv,2024
educated,0,1,dmv,2024
efficient,8,1,dmv,2024
elegant,0,1,dmv,2024
eloquent,0,1,dmv,2024
empathetic,0,1,dmv,2024
energetic,1,1,dmv,2024
enthusiastic,3,1,dmv,2024
esthetic,0,1,dmv,2024
exciting,7,1,dmv,2024
extraordinary,1,1,dmv,2024
fair,8,1,dmv,2024
faithful,0,1,dmv,2024
farsighted,0,1,dmv,2024
felicific,0,1,dmv,2024
firm,5,1,dmv,2024
flexible,24,1,dmv,2024
focused,13,1,dmv,2024
forecful,0,1,dmv,2024
forgiving,0,1,dmv,2024
forthright,0,1,dmv,2024
freethinking,0,1,dmv,2024
friendly,6,1,dmv,2024
fun-loving,0,1,dmv,2024
gallant,0,1,dmv,2024
generous,8,1,dmv,2024
gentle,0,1,dmv,2024
genuine,0,1,dmv,2024
good-natured,0,1,dmv,2024
gracious,0,1,dmv,2024
hardworking,0,1,dmv,2024
healthy,4,1,dmv,2024
hearty,0,1,dmv,2024
helpful,1,1,dmv,2024
herioc,0,1,dmv,2024
high-minded,0,1,dmv,2024
honest,0,1,dmv,2024
honorable,0,1,dmv,2024
humble,0,1,dmv,2024
humorous,0,1,dmv,2024
idealistic,0,1,dmv,2024
imaginative,0,1,dmv,2024
impressive,0,1,dmv,2024
incisive,0,1,dmv,2024
incorruptible,0,1,dmv,2024
independent,7,1,dmv,2024
individualistic,0,1,dmv,2024
innovative,25,1,dmv,2024
inoffensive,0,1,dmv,2024
insightful,0,1,dmv,2024
insouciant,0,1,dmv,2024
intelligent,2,1,dmv,2024
intuitive,0,1,dmv,2024
invulnerable,0,1,dmv,2024
kind,0,1,dmv,2024
knowledge,75,1,dmv,2024
leaderly,0,1,dmv,2024
leisurely,0,1,dmv,2024
liberal,0,1,dmv,2024
logical,0,1,dmv,2024
lovable,0,1,dmv,2024
loyal,0,1,dmv,2024
lyrical,0,1,dmv,2024
magnanimous,0,1,dmv,2024
many-sided,0,1,dmv,2024
masculine,0,1,dmv,2024
mature,0,1,dmv,2024
methodical,0,1,dmv,2024
maticulous,0,1,dmv,2024
moderate,1,1,dmv,2024
modest,0,1,dmv,2024
multi-leveled,0,1,dmv,2024
neat,0,1,dmv,2024
nonauthoritarian,0,1,dmv,2024
objective,1,1,dmv,2024
observant,0,1,dmv,2024
open,14,1,dmv,2024
optimistic,0,1,dmv,2024
orderly,0,1,dmv,2024
organized,0,1,dmv,2024
original,0,1,dmv,2024
painstaking,0,1,dmv,2024
passionate,16,1,dmv,2024
patient,0,1,dmv,2024
patriotic,0,1,dmv,2024
peaceful,0,1,dmv,2024
perceptive,0,1,dmv,2024
perfectionist,0,1,dmv,2024
personable,0,1,dmv,2024
persuasive,0,1,dmv,2024
planful,0,1,dmv,2024
playful,0,1,dmv,2024
polished,1,1,dmv,2024
popular,1,1,dmv,2024
practical,4,1,dmv,2024
precise,0,1,dmv,2024
principled,0,1,dmv,2024
profound,0,1,dmv,2024
protean,0,1,dmv,2024
protective,2,1,dmv,2024
providential,0,1,dmv,2024
prudent,0,1,dmv,2024
punctual,0,1,dmv,2024
pruposeful,0,1,dmv,2024
rational,0,1,dmv,2024
realistic,0,1,dmv,2024
reflective,0,1,dmv,2024
relaxed,0,1,dmv,2024
reliable,6,1,dmv,2024
resourceful,0,1,dmv,2024
respectful,0,1,dmv,2024
responsible,21,1,dmv,2024
responsive,2,1,dmv,2024
reverential,0,1,dmv,2024
romantic,0,1,dmv,2024
rustic,0,1,dmv,2024
sage,0,1,dmv,2024
sane,0,1,dmv,2024
scholarly,0,1,dmv,2024
scrupulous,0,1,dmv,2024
secure,30,1,dmv,2024
selfless,0,1,dmv,2024
self-critical,0,1,dmv,2024
self-defacing,0,1,dmv,2024
self-denying,0,1,dmv,2024
self-reliant,0,1,dmv,2024
self-sufficent,0,1,dmv,2024
sensitive,1,1,dmv,2024
sentimental,0,1,dmv,2024
seraphic,0,1,dmv,2024
serious,0,1,dmv,2024
sexy,0,1,dmv,2024
sharing,5,1,dmv,2024
shrewd,0,1,dmv,2024
simple,6,1,dmv,2024
skillful,0,1,dmv,2024
sober,0,1,dmv,2024
sociable,0,1,dmv,2024
solid,4,1,dmv,2024
sophisticated,0,1,dmv,2024
spontaneous,0,1,dmv,2024
sporting,0,1,dmv,2024
stable,0,1,dmv,2024
steadfast,0,1,dmv,2024
steady,0,1,dmv,2024
stoic,0,1,dmv,2024
strong,54,1,dmv,2024
studious,0,1,dmv,2024
suave,0,1,dmv,2024
subtle,0,1,dmv,2024
sweet,0,1,dmv,2024
sympathetic,0,1,dmv,2024
systematic,0,1,dmv,2024
tasteful,0,1,dmv,2024
teacherly,0,1,dmv,2024
thorough,2,1,dmv,2024
tidy,0,1,dmv,2024
tolerant,1,1,dmv,2024
tractable,0,1,dmv,2024
trusting,0,1,dmv,2024
uncomplaining,0,1,dmv,2024
understanding,30,1,dmv,2024
undogmatic,0,1,dmv,2024
unfoolable,0,1,dmv,2024
upright,0,1,dmv,2024
urbane,0,1,dmv,2024
venturesome,0,1,dmv,2024
vivacious,0,1,dmv,2024
warm,0,1,dmv,2024
well-bred,0,1,dmv,2024
well-read,0,1,dmv,2024
well-rounded,0,1,dmv,2024
winning,0,1,dmv,2024
wise,0,1,dmv,2024
witty,0,1,dmv,2024
youthful,0,1,dmv,2024
