personality_traits,frequency,job_id,state,report_year
muddle-headed,0,0,dmv,2024
naive,0,0,dmv,2024
narcissistic,0,0,dmv,2024
narrow,0,0,dmv,2024
narrow-minded,0,0,dmv,2024
natty,0,0,dmv,2024
negativistic,0,0,dmv,2024
neglectful,0,0,dmv,2024
neurotic,0,0,dmv,2024
nihilistic,0,0,dmv,2024
obnoxious,0,0,dmv,2024
obsessive,0,0,dmv,2024
obvious,0,0,dmv,2024
odd,0,0,dmv,2024
offhand,0,0,dmv,2024
one-dimensional,0,0,dmv,2024
one-sided,0,0,dmv,2024
opinionated,0,0,dmv,2024
opportunistic,0,0,dmv,2024
oppressed,0,0,dmv,2024
outrageous,0,0,dmv,2024
overimaginative,0,0,dmv,2024
paranoid,0,0,dmv,2024
passive,0,0,dmv,2024
pedantic,0,0,dmv,2024
perverse,0,0,dmv,2024
petty,0,0,dmv,2024
pharissical,0,0,dmv,2024
phlegmatic,0,0,dmv,2024
plodding,0,0,dmv,2024
pompous,0,0,dmv,2024
possessive,0,0,dmv,2024
power-hungry,0,0,dmv,2024
predatory,0,0,dmv,2024
prejudiced,0,0,dmv,2024
presumptuous,0,0,dmv,2024
pretentious,0,0,dmv,2024
prim,0,0,dmv,2024
procrastinating,0,0,dmv,2024
profligate,0,0,dmv,2024
provocative,0,0,dmv,2024
pugnacious,0,0,dmv,2024
puritanical,0,0,dmv,2024
quirky,0,0,dmv,2024
reactionary,0,0,dmv,2024
reactive,0,0,dmv,2024
regimental,0,0,dmv,2024
regretful,0,0,dmv,2024
repentant,0,0,dmv,2024
repressed,0,0,dmv,2024
resentful,0,0,dmv,2024
ridiculous,0,0,dmv,2024
rigid,0,0,dmv,2024
ritualistic,0,0,dmv,2024
rowdy,0,0,dmv,2024
ruined,0,0,dmv,2024
sadistic,0,0,dmv,2024
sanctimonious,0,0,dmv,2024
scheming,0,0,dmv,2024
scornful,0,0,dmv,2024
secretive,0,0,dmv,2024
sedentary,1,0,dmv,2024
selfish,0,0,dmv,2024
self-indulgent,0,0,dmv,2024
shallow,0,0,dmv,2024
shortsighted,0,0,dmv,2024
shy,0,0,dmv,2024
silly,0,0,dmv,2024
single-minded,0,0,dmv,2024
sloppy,0,0,dmv,2024
slow,0,0,dmv,2024
sly,0,0,dmv,2024
small-thinking,0,0,dmv,2024
softheaded,0,0,dmv,2024
sordid,0,0,dmv,2024
steely,0,0,dmv,2024
stiff,0,0,dmv,2024
strong-willed,0,0,dmv,2024
stupid,0,0,dmv,2024
submissive,0,0,dmv,2024
superficial,0,0,dmv,2024
superstitious,0,0,dmv,2024
suspicious,0,0,dmv,2024
tactless,0,0,dmv,2024
tasteless,0,0,dmv,2024
tense,0,0,dmv,2024
thievish,0,0,dmv,2024
thoughtless,0,0,dmv,2024
timid,0,0,dmv,2024
transparent,0,0,dmv,2024
treacherous,0,0,dmv,2024
trendy,0,0,dmv,2024
troublesome,0,0,dmv,2024
unappreciative,0,0,dmv,2024
uncaring,0,0,dmv,2024
uncharitable,0,0,dmv,2024
unconvincing,0,0,dmv,2024
uncooperative,0,0,dmv,2024
uncreative,0,0,dmv,2024
uncritical,0,0,dmv,2024
unctuous,0,0,dmv,2024
undisciplined,0,0,dmv,2024
unfriendly,0,0,dmv,2024
ungrateful,0,0,dmv,2024
unhealthy,0,0,dmv,2024
unimaginative,0,0,dmv,2024
unimpressive,0,0,dmv,2024
unlovable,0,0,dmv,2024
unpolished,0,0,dmv,2024
unprincipled,0,0,dmv,2024
unrealistic,0,0,dmv,2024
unreflective,0,0,dmv,2024
unreliable,0,0,dmv,2024
unrestrained,0,0,dmv,2024
unself-critical,0,0,dmv,2024
unstable,0,0,dmv,2024
vacuous,0,0,dmv,2024
vague,0,0,dmv,2024
venal,0,0,dmv,2024
venomous,0,0,dmv,2024
vindictive,0,0,dmv,2024
vulnerable,0,0,dmv,2024
weak,0,0,dmv,2024
weak-willed,0,0,dmv,2024
well-meaning,0,0,dmv,2024
willful,0,0,dmv,2024
wishful,0,0,dmv,2024
zany,0,0,dmv,2024
absentminded,0,0,dmv,2024
aggressive,0,0,dmv,2024
ambitious,0,0,dmv,2024
amusing,0,0,dmv,2024
artful,0,0,dmv,2024
ascetic,0,0,dmv,2024
authoritarian,0,0,dmv,2024
big-thinking,0,0,dmv,2024
boyish,0,0,dmv,2024
breezy,0,0,dmv,2024
businesslike,0,0,dmv,2024
busy,1,0,dmv,2024
casual,0,0,dmv,2024
crebral,0,0,dmv,2024
chummy,0,0,dmv,2024
circumspect,0,0,dmv,2024
competitive,25,0,dmv,2024
complex,42,0,dmv,2024
confidential,4,0,dmv,2024
conservative,0,0,dmv,2024
contradictory,0,0,dmv,2024
crisp,0,0,dmv,2024
cute,0,0,dmv,2024
deceptive,0,0,dmv,2024
determined,2,0,dmv,2024
dominating,0,0,dmv,2024
dreamy,0,0,dmv,2024
driving,8,0,dmv,2024
droll,0,0,dmv,2024
dry,0,0,dmv,2024
earthy,0,0,dmv,2024
effeminate,0,0,dmv,2024
emotional,0,0,dmv,2024
enigmatic,0,0,dmv,2024
experimental,3,0,dmv,2024
familial,4,0,dmv,2024
folksy,0,0,dmv,2024
formal,4,0,dmv,2024
freewheeling,0,0,dmv,2024
frugal,0,0,dmv,2024
glamorous,0,0,dmv,2024
guileless,0,0,dmv,2024
high-spirited,0,0,dmv,2024
huried,0,0,dmv,2024
hypnotic,0,0,dmv,2024
iconoclastic,0,0,dmv,2024
idiosyncratic,0,0,dmv,2024
impassive,0,0,dmv,2024
impersonal,0,0,dmv,2024
impressionable,0,0,dmv,2024
intense,0,0,dmv,2024
invisible,0,0,dmv,2024
irreligious,0,0,dmv,2024
irreverent,0,0,dmv,2024
maternal,0,0,dmv,2024
mellow,0,0,dmv,2024
modern,1,0,dmv,2024
moralistic,0,0,dmv,2024
mystical,0,0,dmv,2024
neutral,0,0,dmv,2024
noncommittal,0,0,dmv,2024
noncompetitive,0,0,dmv,2024
obedient,0,0,dmv,2024
old-fashined,0,0,dmv,2024
ordinary,0,0,dmv,2024
outspoken,0,0,dmv,2024
paternalistic,0,0,dmv,2024
physical,13,0,dmv,2024
placid,0,0,dmv,2024
political,8,0,dmv,2024
predictable,1,0,dmv,2024
preoccupied,0,0,dmv,2024
private,8,0,dmv,2024
progressive,4,0,dmv,2024
proud,5,0,dmv,2024
pure,0,0,dmv,2024
questioning,0,0,dmv,2024
quiet,0,0,dmv,2024
religious,4,0,dmv,2024
reserved,0,0,dmv,2024
restrained,0,0,dmv,2024
retiring,0,0,dmv,2024
sarcastic,0,0,dmv,2024
self-conscious,0,0,dmv,2024
sensual,0,0,dmv,2024
skeptical,0,0,dmv,2024
smooth,0,0,dmv,2024
soft,0,0,dmv,2024
solemn,0,0,dmv,2024
solitary,0,0,dmv,2024
stern,0,0,dmv,2024
stoiid,0,0,dmv,2024
strict,0,0,dmv,2024
stubborn,0,0,dmv,2024
stylish,0,0,dmv,2024
subjective,0,0,dmv,2024
surprising,0,0,dmv,2024
tough,0,0,dmv,2024
unaggressive,0,0,dmv,2024
unambitious,0,0,dmv,2024
unceremonious,0,0,dmv,2024
unchanging,0,0,dmv,2024
undemanding,0,0,dmv,2024
unfathomable,0,0,dmv,2024
unhurried,0,0,dmv,2024
uninhibited,0,0,dmv,2024
unpatriotic,0,0,dmv,2024
unpredicatable,0,0,dmv,2024
unreligious,0,0,dmv,2024
unsentimental,0,0,dmv,2024
whimsical,0,0,dmv,2024
accessible,2,0,dmv,2024
active,8,0,dmv,2024
adaptable,1,0,dmv,2024
admirable,0,0,dmv,2024
adventurous,0,0,dmv,2024
agreeable,0,0,dmv,2024
alert,0,0,dmv,2024
allocentric,0,0,dmv,2024
amiable,0,0,dmv,2024
anticipative,0,0,dmv,2024
appreciative,0,0,dmv,2024
articulate,6,0,dmv,2024
aspiring,0,0,dmv,2024
athletic,0,0,dmv,2024
attractive,3,0,dmv,2024
balanced,0,0,dmv,2024
benevolent,0,0,dmv,2024
brilliant,0,0,dmv,2024
calm,0,0,dmv,2024
capable,2,0,dmv,2024
captivating,1,0,dmv,2024
caring,0,0,dmv,2024
challenging,5,0,dmv,2024
charismatic,0,0,dmv,2024
charming,0,0,dmv,2024
cheerful,0,0,dmv,2024
clean,0,0,dmv,2024
clear-headed,0,0,dmv,2024
clever,0,0,dmv,2024
colorful,0,0,dmv,2024
companionly,0,0,dmv,2024
compassionate,0,0,dmv,2024
conciliatory,0,0,dmv,2024
confident,3,0,dmv,2024
conscientious,0,0,dmv,2024
considerate,0,0,dmv,2024
constant,0,0,dmv,2024
contemplative,0,0,dmv,2024
cooperative,0,0,dmv,2024
courageous,0,0,dmv,2024
courteous,0,0,dmv,2024
creative,7,0,dmv,2024
cultured,0,0,dmv,2024
curious,3,0,dmv,2024
daring,0,0,dmv,2024
debonair,0,0,dmv,2024
decent,0,0,dmv,2024
decisive,0,0,dmv,2024
dedicated,9,0,dmv,2024
deep,7,0,dmv,2024
dignified,0,0,dmv,2024
directed,2,0,dmv,2024
disciplined,0,0,dmv,2024
discreet,0,0,dmv,2024
dramatic,0,0,dmv,2024
dutiful,0,0,dmv,2024
dynamic,15,0,dmv,2024
earnest,0,0,dmv,2024
ebullient,0,0,dmv,2024
educated,0,0,dmv,2024
efficient,7,0,dmv,2024
elegant,0,0,dmv,2024
eloquent,0,0,dmv,2024
empathetic,0,0,dmv,2024
energetic,0,0,dmv,2024
enthusiastic,4,0,dmv,2024
esthetic,0,0,dmv,2024
exciting,10,0,dmv,2024
extraordinary,3,0,dmv,2024
fair,1,0,dmv,2024
faithful,0,0,dmv,2024
farsighted,0,0,dmv,2024
felicific,0,0,dmv,2024
firm,9,0,dmv,2024
flexible,12,0,dmv,2024
focused,6,0,dmv,2024
forecful,0,0,dmv,2024
forgiving,0,0,dmv,2024
forthright,0,0,dmv,2024
freethinking,0,0,dmv,2024
friendly,1,0,dmv,2024
fun-loving,0,0,dmv,2024
gallant,0,0,dmv,2024
generous,5,0,dmv,2024
gentle,0,0,dmv,2024
genuine,0,0,dmv,2024
good-natured,0,0,dmv,2024
gracious,0,0,dmv,2024
hardworking,0,0,dmv,2024
healthy,3,0,dmv,2024
hearty,0,0,dmv,2024
helpful,1,0,dmv,2024
herioc,0,0,dmv,2024
high-minded,0,0,dmv,2024
honest,0,0,dmv,2024
honorable,0,0,dmv,2024
humble,0,0,dmv,2024
humorous,0,0,dmv,2024
idealistic,0,0,dmv,2024
imaginative,0,0,dmv,2024
impressive,0,0,dmv,2024
incisive,0,0,dmv,2024
incorruptible,0,0,dmv,2024
independent,4,0,dmv,2024
individualistic,0,0,dmv,2024
innovative,22,0,dmv,2024
inoffensive,0,0,dmv,2024
insightful,0,0,dmv,2024
insouciant,0,0,dmv,2024
intelligent,0,0,dmv,2024
intuitive,2,0,dmv,2024
invulnerable,0,0,dmv,2024
kind,0,0,dmv,2024
knowledge,74,0,dmv,2024
leaderly,0,0,dmv,2024
leisurely,0,0,dmv,2024
liberal,1,0,dmv,2024
logical,0,0,dmv,2024
lovable,0,0,dmv,2024
loyal,0,0,dmv,2024
lyrical,0,0,dmv,2024
magnanimous,0,0,dmv,2024
many-sided,0,0,dmv,2024
masculine,0,0,dmv,2024
mature,0,0,dmv,2024
methodical,0,0,dmv,2024
maticulous,0,0,dmv,2024
moderate,2,0,dmv,2024
modest,0,0,dmv,2024
multi-leveled,0,0,dmv,2024
neat,0,0,dmv,2024
nonauthoritarian,0,0,dmv,2024
objective,7,0,dmv,2024
observant,0,0,dmv,2024
open,11,0,dmv,2024
optimistic,0,0,dmv,2024
orderly,0,0,dmv,2024
organized,1,0,dmv,2024
original,0,0,dmv,2024
painstaking,0,0,dmv,2024
passionate,5,0,dmv,2024
patient,0,0,dmv,2024
patriotic,0,0,dmv,2024
peaceful,0,0,dmv,2024
perceptive,0,0,dmv,2024
perfectionist,0,0,dmv,2024
personable,0,0,dmv,2024
persuasive,0,0,dmv,2024
planful,0,0,dmv,2024
playful,0,0,dmv,2024
polished,0,0,dmv,2024
popular,0,0,dmv,2024
practical,10,0,dmv,2024
precise,1,0,dmv,2024
principled,0,0,dmv,2024
profound,0,0,dmv,2024
protean,0,0,dmv,2024
protective,0,0,dmv,2024
providential,0,0,dmv,2024
prudent,0,0,dmv,2024
punctual,0,0,dmv,2024
pruposeful,0,0,dmv,2024
rational,0,0,dmv,2024
realistic,0,0,dmv,2024
reflective,0,0,dmv,2024
relaxed,0,0,dmv,2024
reliable,6,0,dmv,2024
resourceful,0,0,dmv,2024
respectful,1,0,dmv,2024
responsible,28,0,dmv,2024
responsive,0,0,dmv,2024
reverential,0,0,dmv,2024
romantic,0,0,dmv,2024
rustic,0,0,dmv,2024
sage,0,0,dmv,2024
sane,0,0,dmv,2024
scholarly,0,0,dmv,2024
scrupulous,0,0,dmv,2024
secure,4,0,dmv,2024
selfless,0,0,dmv,2024
self-critical,0,0,dmv,2024
self-defacing,0,0,dmv,2024
self-denying,0,0,dmv,2024
self-reliant,0,0,dmv,2024
self-sufficent,0,0,dmv,2024
sensitive,1,0,dmv,2024
sentimental,0,0,dmv,2024
seraphic,0,0,dmv,2024
serious,1,0,dmv,2024
sexy,0,0,dmv,2024
sharing,2,0,dmv,2024
shrewd,0,0,dmv,2024
simple,4,0,dmv,2024
skillful,0,0,dmv,2024
sober,0,0,dmv,2024
sociable,0,0,dmv,2024
solid,6,0,dmv,2024
sophisticated,0,0,dmv,2024
spontaneous,0,0,dmv,2024
sporting,0,0,dmv,2024
stable,0,0,dmv,2024
steadfast,0,0,dmv,2024
steady,0,0,dmv,2024
stoic,0,0,dmv,2024
strong,67,0,dmv,2024
studious,0,0,dmv,2024
suave,0,0,dmv,2024
subtle,0,0,dmv,2024
sweet,0,0,dmv,2024
sympathetic,0,0,dmv,2024
systematic,0,0,dmv,2024
tasteful,0,0,dmv,2024
teacherly,0,0,dmv,2024
thorough,0,0,dmv,2024
tidy,0,0,dmv,2024
tolerant,0,0,dmv,2024
tractable,0,0,dmv,2024
trusting,0,0,dmv,2024
uncomplaining,0,0,dmv,2024
understanding,13,0,dmv,2024
undogmatic,0,0,dmv,2024
unfoolable,0,0,dmv,2024
upright,0,0,dmv,2024
urbane,0,0,dmv,2024
venturesome,0,0,dmv,2024
vivacious,0,0,dmv,2024
warm,0,0,dmv,2024
well-bred,0,0,dmv,2024
well-read,0,0,dmv,2024
well-rounded,0,0,dmv,2024
winning,0,0,dmv,2024
wise,16,0,dmv,2024
witty,0,0,dmv,2024
youthful,0,0,dmv,2024
