personality_traits,frequency,job_id,state,report_year
idealistic,0,4,dmv,2024
imaginative,0,4,dmv,2024
impressive,1,4,dmv,2024
incisive,0,4,dmv,2024
incorruptible,0,4,dmv,2024
independent,2,4,dmv,2024
individualistic,0,4,dmv,2024
innovative,3,4,dmv,2024
inoffensive,0,4,dmv,2024
insightful,0,4,dmv,2024
insouciant,0,4,dmv,2024
intelligent,0,4,dmv,2024
intuitive,0,4,dmv,2024
invulnerable,0,4,dmv,2024
kind,0,4,dmv,2024
knowledge,29,4,dmv,2024
leaderly,0,4,dmv,2024
leisurely,0,4,dmv,2024
liberal,0,4,dmv,2024
logical,0,4,dmv,2024
lovable,0,4,dmv,2024
loyal,0,4,dmv,2024
lyrical,0,4,dmv,2024
magnanimous,0,4,dmv,2024
many-sided,0,4,dmv,2024
masculine,0,4,dmv,2024
mature,1,4,dmv,2024
methodical,0,4,dmv,2024
maticulous,0,4,dmv,2024
moderate,0,4,dmv,2024
modest,0,4,dmv,2024
multi-leveled,0,4,dmv,2024
neat,0,4,dmv,2024
nonauthoritarian,0,4,dmv,2024
objective,0,4,dmv,2024
observant,0,4,dmv,2024
open,1,4,dmv,2024
optimistic,0,4,dmv,2024
orderly,0,4,dmv,2024
organized,0,4,dmv,2024
original,0,4,dmv,2024
painstaking,0,4,dmv,2024
passionate,2,4,dmv,2024
patient,0,4,dmv,2024
patriotic,0,4,dmv,2024
peaceful,0,4,dmv,2024
perceptive,0,4,dmv,2024
perfectionist,0,4,dmv,2024
personable,0,4,dmv,2024
persuasive,0,4,dmv,2024
planful,0,4,dmv,2024
playful,0,4,dmv,2024
polished,0,4,dmv,2024
popular,0,4,dmv,2024
practical,0,4,dmv,2024
precise,0,4,dmv,2024
principled,0,4,dmv,2024
profound,0,4,dmv,2024
protean,0,4,dmv,2024
protective,0,4,dmv,2024
providential,0,4,dmv,2024
prudent,0,4,dmv,2024
punctual,0,4,dmv,2024
pruposeful,0,4,dmv,2024
rational,0,4,dmv,2024
realistic,0,4,dmv,2024
reflective,0,4,dmv,2024
relaxed,0,4,dmv,2024
reliable,0,4,dmv,2024
resourceful,0,4,dmv,2024
respectful,0,4,dmv,2024
responsible,7,4,dmv,2024
responsive,1,4,dmv,2024
reverential,0,4,dmv,2024
romantic,0,4,dmv,2024
rustic,0,4,dmv,2024
sage,0,4,dmv,2024
sane,0,4,dmv,2024
scholarly,0,4,dmv,2024
scrupulous,0,4,dmv,2024
secure,18,4,dmv,2024
selfless,0,4,dmv,2024
self-critical,0,4,dmv,2024
self-defacing,0,4,dmv,2024
self-denying,0,4,dmv,2024
self-reliant,0,4,dmv,2024
self-sufficent,0,4,dmv,2024
sensitive,2,4,dmv,2024
sentimental,0,4,dmv,2024
seraphic,0,4,dmv,2024
serious,0,4,dmv,2024
sexy,0,4,dmv,2024
sharing,1,4,dmv,2024
shrewd,0,4,dmv,2024
simple,1,4,dmv,2024
skillful,0,4,dmv,2024
sober,0,4,dmv,2024
sociable,0,4,dmv,2024
solid,4,4,dmv,2024
sophisticated,0,4,dmv,2024
spontaneous,0,4,dmv,2024
sporting,0,4,dmv,2024
stable,0,4,dmv,2024
steadfast,0,4,dmv,2024
steady,0,4,dmv,2024
stoic,0,4,dmv,2024
strong,22,4,dmv,2024
studious,0,4,dmv,2024
suave,0,4,dmv,2024
subtle,0,4,dmv,2024
sweet,0,4,dmv,2024
sympathetic,0,4,dmv,2024
systematic,3,4,dmv,2024
tasteful,0,4,dmv,2024
teacherly,0,4,dmv,2024
thorough,0,4,dmv,2024
tidy,0,4,dmv,2024
tolerant,0,4,dmv,2024
tractable,0,4,dmv,2024
trusting,0,4,dmv,2024
uncomplaining,0,4,dmv,2024
understanding,8,4,dmv,2024
undogmatic,0,4,dmv,2024
unfoolable,0,4,dmv,2024
upright,0,4,dmv,2024
urbane,0,4,dmv,2024
venturesome,0,4,dmv,2024
vivacious,0,4,dmv,2024
warm,0,4,dmv,2024
well-bred,0,4,dmv,2024
well-read,0,4,dmv,2024
well-rounded,0,4,dmv,2024
winning,0,4,dmv,2024
wise,0,4,dmv,2024
witty,0,4,dmv,2024
youthful,0,4,dmv,2024
