personality_traits,frequency,job_id
mawkish,0,3
mealymouthed,0,3
mechanical,0,3
meddlesome,0,3
melancholic,0,3
meretricious,0,3
messy,0,3
miserable,0,3
miserly,0,3
misguided,0,3
mistaken,0,3
money-minded,0,3
monstrous,0,3
moody,0,3
morbid,0,3
muddle-headed,0,3
naive,0,3
narcissistic,0,3
narrow,0,3
narrow-minded,0,3
natty,0,3
negativistic,0,3
neglectful,0,3
neurotic,0,3
nihilistic,0,3
obnoxious,0,3
obsessive,0,3
obvious,0,3
odd,0,3
offhand,0,3
one-dimensional,0,3
one-sided,0,3
opinionated,0,3
opportunistic,0,3
oppressed,0,3
outrageous,0,3
overimaginative,0,3
paranoid,0,3
passive,0,3
pedantic,0,3
perverse,0,3
petty,0,3
pharissical,0,3
phlegmatic,0,3
plodding,0,3
pompous,0,3
possessive,0,3
power-hungry,0,3
predatory,0,3
prejudiced,0,3
presumptuous,0,3
pretentious,0,3
prim,0,3
procrastinating,0,3
profligate,0,3
provocative,0,3
pugnacious,0,3
puritanical,0,3
quirky,0,3
reactionary,0,3
reactive,0,3
regimental,0,3
regretful,0,3
repentant,0,3
repressed,0,3
resentful,0,3
ridiculous,0,3
rigid,0,3
ritualistic,0,3
rowdy,0,3
ruined,0,3
sadistic,0,3
sanctimonious,0,3
scheming,0,3
scornful,0,3
secretive,0,3
sedentary,0,3
selfish,0,3
self-indulgent,0,3
shallow,0,3
shortsighted,0,3
shy,0,3
silly,0,3
single-minded,0,3
sloppy,0,3
slow,0,3
sly,0,3
small-thinking,0,3
softheaded,0,3
sordid,0,3
steely,0,3
stiff,0,3
strong-willed,0,3
stupid,0,3
submissive,0,3
superficial,0,3
superstitious,0,3
suspicious,0,3
tactless,0,3
tasteless,0,3
tense,0,3
thievish,0,3
thoughtless,0,3
timid,0,3
transparent,0,3
treacherous,0,3
trendy,0,3
troublesome,0,3
unappreciative,0,3
uncaring,0,3
uncharitable,0,3
unconvincing,0,3
uncooperative,0,3
uncreative,0,3
uncritical,0,3
unctuous,0,3
undisciplined,0,3
unfriendly,0,3
ungrateful,0,3
unhealthy,0,3
unimaginative,0,3
unimpressive,0,3
unlovable,0,3
unpolished,0,3
unprincipled,0,3
unrealistic,0,3
unreflective,0,3
unreliable,0,3
unrestrained,0,3
unself-critical,0,3
unstable,0,3
vacuous,0,3
vague,0,3
venal,0,3
venomous,0,3
vindictive,0,3
vulnerable,0,3
weak,0,3
weak-willed,0,3
well-meaning,0,3
willful,0,3
wishful,0,3
zany,0,3
absentminded,0,3
aggressive,1,3
ambitious,0,3
amusing,0,3
artful,0,3
ascetic,0,3
authoritarian,0,3
big-thinking,0,3
boyish,0,3
breezy,0,3
businesslike,0,3
busy,0,3
casual,0,3
crebral,0,3
chummy,0,3
circumspect,0,3
competitive,0,3
complex,1,3
confidential,0,3
conservative,0,3
contradictory,0,3
crisp,0,3
cute,0,3
deceptive,0,3
determined,0,3
dominating,0,3
dreamy,0,3
driving,0,3
droll,0,3
dry,0,3
earthy,0,3
effeminate,0,3
emotional,0,3
enigmatic,0,3
experimental,0,3
familial,0,3
folksy,0,3
formal,0,3
freewheeling,0,3
frugal,0,3
glamorous,0,3
guileless,0,3
high-spirited,0,3
huried,0,3
hypnotic,0,3
iconoclastic,0,3
idiosyncratic,0,3
impassive,0,3
impersonal,0,3
impressionable,0,3
intense,0,3
invisible,0,3
irreligious,0,3
irreverent,0,3
maternal,0,3
mellow,0,3
modern,0,3
moralistic,0,3
mystical,0,3
neutral,0,3
noncommittal,0,3
noncompetitive,0,3
obedient,0,3
old-fashined,0,3
ordinary,0,3
outspoken,0,3
paternalistic,0,3
physical,0,3
placid,0,3
political,0,3
predictable,0,3
preoccupied,0,3
private,0,3
progressive,0,3
proud,0,3
pure,0,3
questioning,0,3
quiet,0,3
religious,0,3
reserved,0,3
restrained,0,3
retiring,0,3
sarcastic,0,3
self-conscious,0,3
sensual,0,3
skeptical,0,3
smooth,0,3
soft,0,3
solemn,0,3
solitary,0,3
stern,0,3
stoiid,0,3
strict,0,3
stubborn,0,3
stylish,0,3
subjective,0,3
surprising,0,3
tough,0,3
unaggressive,0,3
unambitious,0,3
unceremonious,0,3
unchanging,0,3
undemanding,0,3
unfathomable,0,3
unhurried,0,3
uninhibited,0,3
unpatriotic,0,3
unpredicatable,0,3
unreligious,0,3
unsentimental,0,3
whimsical,0,3
accessible,0,3
active,0,3
adaptable,0,3
admirable,0,3
adventurous,0,3
agreeable,0,3
alert,0,3
allocentric,0,3
amiable,0,3
anticipative,0,3
appreciative,0,3
articulate,0,3
aspiring,0,3
athletic,0,3
attractive,0,3
balanced,0,3
benevolent,0,3
brilliant,0,3
calm,0,3
capable,0,3
captivating,0,3
caring,0,3
challenging,0,3
charismatic,0,3
charming,0,3
cheerful,0,3
clean,0,3
clear-headed,0,3
clever,0,3
colorful,0,3
companionly,0,3
compassionate,0,3
conciliatory,0,3
confident,0,3
conscientious,0,3
considerate,0,3
constant,0,3
contemplative,0,3
cooperative,0,3
courageous,0,3
courteous,0,3
creative,0,3
cultured,0,3
curious,1,3
daring,0,3
debonair,0,3
decent,0,3
decisive,0,3
dedicated,1,3
deep,0,3
dignified,0,3
directed,0,3
disciplined,0,3
discreet,0,3
dramatic,0,3
dutiful,0,3
dynamic,0,3
earnest,0,3
ebullient,0,3
educated,0,3
efficient,1,3
elegant,0,3
eloquent,0,3
empathetic,0,3
energetic,0,3
enthusiastic,0,3
esthetic,0,3
exciting,0,3
extraordinary,0,3
fair,0,3
faithful,0,3
farsighted,0,3
felicific,0,3
firm,0,3
flexible,6,3
focused,2,3
forecful,0,3
forgiving,0,3
forthright,0,3
freethinking,0,3
friendly,0,3
fun-loving,0,3
gallant,0,3
generous,2,3
gentle,0,3
genuine,0,3
good-natured,0,3
gracious,0,3
hardworking,0,3
healthy,1,3
hearty,0,3
helpful,0,3
herioc,0,3
high-minded,0,3
honest,0,3
honorable,0,3
humble,0,3
humorous,0,3
idealistic,0,3
imaginative,0,3
impressive,0,3
incisive,0,3
incorruptible,0,3
independent,1,3
individualistic,0,3
innovative,2,3
inoffensive,0,3
insightful,0,3
insouciant,0,3
intelligent,0,3
intuitive,0,3
invulnerable,0,3
kind,0,3
knowledge,8,3
leaderly,0,3
leisurely,0,3
liberal,0,3
logical,0,3
lovable,0,3
loyal,0,3
lyrical,0,3
magnanimous,0,3
many-sided,0,3
masculine,0,3
mature,0,3
methodical,0,3
maticulous,0,3
moderate,0,3
modest,0,3
multi-leveled,0,3
neat,0,3
nonauthoritarian,0,3
objective,0,3
observant,0,3
open,2,3
optimistic,0,3
orderly,0,3
organized,0,3
original,0,3
painstaking,0,3
passionate,1,3
patient,0,3
patriotic,0,3
peaceful,0,3
perceptive,0,3
perfectionist,0,3
personable,0,3
persuasive,0,3
planful,0,3
playful,0,3
polished,0,3
popular,0,3
practical,0,3
precise,0,3
principled,0,3
profound,0,3
protean,0,3
protective,0,3
providential,0,3
prudent,0,3
punctual,0,3
pruposeful,0,3
rational,0,3
realistic,0,3
reflective,0,3
relaxed,0,3
reliable,1,3
resourceful,0,3
respectful,1,3
responsible,0,3
responsive,0,3
reverential,0,3
romantic,0,3
rustic,0,3
sage,0,3
sane,0,3
scholarly,0,3
scrupulous,0,3
secure,1,3
selfless,0,3
self-critical,0,3
self-defacing,0,3
self-denying,0,3
self-reliant,0,3
self-sufficent,0,3
sensitive,1,3
sentimental,0,3
seraphic,0,3
serious,0,3
sexy,0,3
sharing,1,3
shrewd,0,3
simple,0,3
skillful,0,3
sober,0,3
sociable,0,3
solid,0,3
sophisticated,0,3
spontaneous,0,3
sporting,0,3
stable,0,3
steadfast,0,3
steady,0,3
stoic,0,3
strong,2,3
studious,0,3
suave,0,3
subtle,0,3
sweet,0,3
sympathetic,0,3
systematic,0,3
tasteful,0,3
teacherly,0,3
thorough,2,3
tidy,0,3
tolerant,1,3
tractable,0,3
trusting,0,3
uncomplaining,0,3
understanding,0,3
undogmatic,0,3
unfoolable,0,3
upright,0,3
urbane,0,3
venturesome,0,3
vivacious,0,3
warm,0,3
well-bred,0,3
well-read,0,3
well-rounded,0,3
winning,0,3
wise,0,3
witty,0,3
youthful,0,3
