personality_traits,frequency,job_id
stiff,0,2
strong-willed,0,2
stupid,0,2
submissive,0,2
superficial,0,2
superstitious,0,2
suspicious,0,2
tactless,0,2
tasteless,0,2
tense,0,2
thievish,0,2
thoughtless,0,2
timid,0,2
transparent,0,2
treacherous,0,2
trendy,0,2
troublesome,0,2
unappreciative,0,2
uncaring,0,2
uncharitable,0,2
unconvincing,0,2
uncooperative,0,2
uncreative,0,2
uncritical,0,2
unctuous,0,2
undisciplined,0,2
unfriendly,0,2
ungrateful,0,2
unhealthy,0,2
unimaginative,0,2
unimpressive,0,2
unlovable,0,2
unpolished,0,2
unprincipled,0,2
unrealistic,0,2
unreflective,0,2
unreliable,0,2
unrestrained,0,2
unself-critical,0,2
unstable,0,2
vacuous,0,2
vague,0,2
venal,0,2
venomous,0,2
vindictive,0,2
vulnerable,0,2
weak,0,2
weak-willed,0,2
well-meaning,0,2
willful,0,2
wishful,0,2
zany,0,2
absentminded,0,2
aggressive,0,2
ambitious,0,2
amusing,0,2
artful,0,2
ascetic,0,2
authoritarian,0,2
big-thinking,0,2
boyish,0,2
breezy,0,2
businesslike,0,2
busy,1,2
casual,0,2
crebral,0,2
chummy,0,2
circumspect,0,2
competitive,25,2
complex,35,2
confidential,4,2
conservative,0,2
contradictory,0,2
crisp,0,2
cute,0,2
deceptive,0,2
determined,2,2
dominating,0,2
dreamy,0,2
driving,8,2
droll,0,2
dry,0,2
earthy,0,2
effeminate,0,2
emotional,0,2
enigmatic,0,2
experimental,3,2
familial,4,2
folksy,0,2
formal,4,2
freewheeling,0,2
frugal,0,2
glamorous,0,2
guileless,0,2
high-spirited,0,2
huried,0,2
hypnotic,0,2
iconoclastic,0,2
idiosyncratic,0,2
impassive,0,2
impersonal,0,2
impressionable,0,2
intense,0,2
invisible,0,2
irreligious,0,2
irreverent,0,2
maternal,0,2
mellow,0,2
modern,1,2
moralistic,0,2
mystical,0,2
neutral,0,2
noncommittal,0,2
noncompetitive,0,2
obedient,0,2
old-fashined,0,2
ordinary,0,2
outspoken,0,2
paternalistic,0,2
physical,13,2
placid,0,2
political,8,2
predictable,1,2
preoccupied,0,2
private,8,2
progressive,4,2
proud,5,2
pure,0,2
questioning,0,2
quiet,0,2
religious,4,2
reserved,0,2
restrained,0,2
retiring,0,2
sarcastic,0,2
self-conscious,0,2
sensual,0,2
skeptical,0,2
smooth,0,2
soft,0,2
solemn,0,2
solitary,0,2
stern,0,2
stoiid,0,2
strict,0,2
stubborn,0,2
stylish,0,2
subjective,0,2
surprising,0,2
tough,0,2
unaggressive,0,2
unambitious,0,2
unceremonious,0,2
unchanging,0,2
undemanding,0,2
unfathomable,0,2
unhurried,0,2
uninhibited,0,2
unpatriotic,0,2
unpredicatable,0,2
unreligious,0,2
unsentimental,0,2
whimsical,0,2
accessible,2,2
active,8,2
adaptable,1,2
admirable,0,2
adventurous,0,2
agreeable,0,2
alert,0,2
allocentric,0,2
amiable,0,2
anticipative,0,2
appreciative,0,2
articulate,6,2
aspiring,0,2
athletic,0,2
attractive,3,2
balanced,0,2
benevolent,0,2
brilliant,0,2
calm,0,2
capable,2,2
captivating,1,2
caring,0,2
challenging,5,2
charismatic,0,2
charming,0,2
cheerful,0,2
clean,0,2
clear-headed,0,2
clever,0,2
colorful,0,2
companionly,0,2
compassionate,0,2
conciliatory,0,2
confident,3,2
conscientious,0,2
considerate,0,2
constant,0,2
contemplative,0,2
cooperative,0,2
courageous,0,2
courteous,0,2
creative,7,2
cultured,0,2
curious,3,2
daring,0,2
debonair,0,2
decent,0,2
decisive,0,2
dedicated,9,2
deep,7,2
dignified,0,2
directed,2,2
disciplined,0,2
discreet,0,2
dramatic,0,2
dutiful,0,2
dynamic,15,2
earnest,0,2
ebullient,0,2
educated,0,2
efficient,7,2
elegant,0,2
eloquent,0,2
empathetic,0,2
energetic,0,2
enthusiastic,4,2
esthetic,0,2
exciting,10,2
extraordinary,3,2
fair,1,2
faithful,0,2
farsighted,0,2
felicific,0,2
firm,9,2
flexible,12,2
focused,6,2
forecful,0,2
forgiving,0,2
forthright,0,2
freethinking,0,2
friendly,1,2
fun-loving,0,2
gallant,0,2
generous,5,2
gentle,0,2
genuine,0,2
good-natured,0,2
gracious,0,2
hardworking,0,2
healthy,3,2
hearty,0,2
helpful,1,2
herioc,0,2
high-minded,0,2
honest,0,2
honorable,0,2
humble,0,2
humorous,0,2
idealistic,0,2
imaginative,0,2
impressive,0,2
incisive,0,2
incorruptible,0,2
independent,4,2
individualistic,0,2
innovative,22,2
inoffensive,0,2
insightful,0,2
insouciant,0,2
intelligent,0,2
intuitive,2,2
invulnerable,0,2
kind,0,2
knowledge,74,2
leaderly,0,2
leisurely,0,2
liberal,1,2
logical,0,2
lovable,0,2
loyal,0,2
lyrical,0,2
magnanimous,0,2
many-sided,0,2
masculine,0,2
mature,0,2
methodical,0,2
maticulous,0,2
moderate,2,2
modest,0,2
multi-leveled,0,2
neat,0,2
nonauthoritarian,0,2
objective,7,2
observant,0,2
open,11,2
optimistic,0,2
orderly,0,2
organized,1,2
original,0,2
painstaking,0,2
passionate,5,2
patient,0,2
patriotic,0,2
peaceful,0,2
perceptive,0,2
perfectionist,0,2
personable,0,2
persuasive,0,2
planful,0,2
playful,0,2
polished,0,2
popular,0,2
practical,10,2
precise,1,2
principled,0,2
profound,0,2
protean,0,2
protective,0,2
providential,0,2
prudent,0,2
punctual,0,2
pruposeful,0,2
rational,0,2
realistic,0,2
reflective,0,2
relaxed,0,2
reliable,6,2
resourceful,0,2
respectful,1,2
responsible,28,2
responsive,0,2
reverential,0,2
romantic,0,2
rustic,0,2
sage,0,2
sane,0,2
scholarly,0,2
scrupulous,0,2
secure,4,2
selfless,0,2
self-critical,0,2
self-defacing,0,2
self-denying,0,2
self-reliant,0,2
self-sufficent,0,2
sensitive,1,2
sentimental,0,2
seraphic,0,2
serious,1,2
sexy,0,2
sharing,2,2
shrewd,0,2
simple,4,2
skillful,0,2
sober,0,2
sociable,0,2
solid,6,2
sophisticated,0,2
spontaneous,0,2
sporting,0,2
stable,0,2
steadfast,0,2
steady,0,2
stoic,0,2
strong,67,2
studious,0,2
suave,0,2
subtle,0,2
sweet,0,2
sympathetic,0,2
systematic,0,2
tasteful,0,2
teacherly,0,2
thorough,0,2
tidy,0,2
tolerant,0,2
tractable,0,2
trusting,0,2
uncomplaining,0,2
understanding,13,2
undogmatic,0,2
unfoolable,0,2
upright,0,2
urbane,0,2
venturesome,0,2
vivacious,0,2
warm,0,2
well-bred,0,2
well-read,0,2
well-rounded,0,2
winning,0,2
wise,16,2
witty,0,2
youthful,0,2
